ob,r,d,dToCritical,dToDesirable,hasLM,Label
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,2,6,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.12,1,7,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.05,6,10,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.29,0.05,5,11,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.04,0.12,6,8,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.0,0.1,-1,8,0.0,N
MOVE PLACE_0_2 PLACE_0_3,0.0,0.09,-1,9,0.0,N
MOVE PLACE_0_3 PLACE_1_3,0.0,0.12,-1,8,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.1,0.2,5,7,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.03,0.29,7,8,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,0.1,-1,8,0.0,N
MOVE PLACE_1_2 PLACE_1_3,0.0,0.11,-1,9,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.23,0.09,3,8,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.07,1,9,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.07,0.1,5,8,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.02,0.09,7,8,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.02,0.09,8,9,0.0,N
MOVE PLACE_0_2 PLACE_0_3,0.02,0.09,9,9,0.0,N
MOVE PLACE_0_3 PLACE_1_3,0.01,0.1,10,10,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.1,0.2,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.18,0.12,5,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.09,0.11,8,10,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.09,0.12,8,10,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.02,0.24,9,8,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.02,0.24,10,8,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.1,0.2,5,7,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.03,0.29,7,8,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,0.1,-1,8,0.0,N
MOVE PLACE_1_2 PLACE_1_3,0.0,0.11,-1,9,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.23,0.09,3,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.13,0.15,6,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.13,0.25,6,4,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.14,0.5,6,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.5,7,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.05,6,10,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.07,0.06,8,11,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.07,0.07,9,10,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.17,8,8,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.06,0.17,9,9,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,2,6,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.25,3,5,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.25,4,4,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.5,-1,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.5,-1,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.07,0.1,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.04,0.12,6,8,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.0,0.1,-1,8,0.0,N
MOVE PLACE_0_2 PLACE_0_3,0.0,0.09,-1,9,0.0,N
MOVE PLACE_0_3 PLACE_1_3,0.0,0.12,-1,8,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,7,10,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.08,0.12,6,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.06,6,10,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.06,0.06,9,11,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.06,0.07,9,11,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.01,0.16,10,9,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.01,0.16,11,10,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,7,10,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.08,0.12,6,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.06,6,10,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.17,0.05,6,11,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.07,0.1,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,2,6,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.25,3,5,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.25,4,4,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.5,-1,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.5,-1,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.07,0.1,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.23,0.09,3,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.13,0.15,6,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.13,0.25,6,4,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.14,0.5,6,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.5,7,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.07,0.1,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.1,0.03,6,10,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.02,6,11,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.17,0.02,6,12,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.07,0.1,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.23,0.09,3,8,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.07,1,9,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.1,0.2,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.18,0.12,5,9,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.34,0.15,4,10,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,7,10,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.09,0.03,7,11,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.04,0.04,10,12,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.04,0.05,10,11,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.04,0.11,9,10,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.04,0.11,10,10,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.05,6,10,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.29,0.05,5,11,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.04,0.12,6,8,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.0,0.1,-1,8,0.0,N
MOVE PLACE_0_2 PLACE_0_3,0.0,0.09,-1,9,0.0,N
MOVE PLACE_0_3 PLACE_1_3,0.0,0.12,-1,8,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
MOVE PLACE_0_0 PLACE_1_0,0.03,0.02,8,11,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.01,9,12,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.04,0.01,10,13,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.23,0.09,3,8,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.07,1,9,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,7,10,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.09,0.03,7,11,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.13,0.02,8,12,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.03,7,10,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.02,8,11,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.12,0.03,8,12,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,7,10,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.08,0.12,6,8,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.02,0.09,8,9,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.02,0.09,9,10,0.0,N
MOVE PLACE_1_2 PLACE_1_3,0.02,0.08,10,10,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,2,6,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.12,1,7,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.1,0.2,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.18,0.12,5,9,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.34,0.15,4,10,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.07,0.1,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,2,6,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.12,1,7,0.0,N
MOVE PLACE_2_1 PLACE_2_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.23,0.09,3,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.13,0.15,6,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.13,0.25,6,4,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.14,0.5,6,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.5,7,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.13,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,4,8,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,2,6,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.25,3,5,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.25,4,4,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.5,-1,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.5,-1,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.05,6,10,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.07,0.06,8,11,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.07,0.07,9,10,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.17,8,8,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.06,0.17,9,9,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.05,0.04,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.06,6,9,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.1,0.2,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.18,0.12,5,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.09,0.11,8,10,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.09,0.12,8,10,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.02,0.24,9,8,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.02,0.24,10,8,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.06,0.04,6,11,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.06,0.05,9,12,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.05,0.03,9,13,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.12,0.05,9,14,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.05,12,13,0.33,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,10,0.67,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,5,10,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.08,8,11,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.08,0.06,8,12,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.14,0.09,8,13,0.33,N
MOVE PLACE_2_2 PLACE_1_2,1.0,0.0,0,-1,0.33,Y
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.04,0.04,6,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.03,0.09,5,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.14,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.1,0.19,4,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,2,8,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.5,0.09,1,9,0.0,N
MOVE PLACE_1_1 PLACE_1_2,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,6,10,0.67,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,5,10,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,4,9,0.67,N
MOVE PLACE_0_0 PLACE_0_1,0.08,0.14,5,9,0.33,N
MOVE PLACE_0_1 PLACE_0_2,0.08,0.14,6,10,0.33,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,1,0.33,N
MOVE PLACE_0_3 PLACE_1_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.04,0.04,6,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,5,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,5,10,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.08,8,11,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.08,0.06,8,12,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.14,0.09,8,13,0.33,N
MOVE PLACE_2_2 PLACE_1_2,1.0,0.0,0,-1,0.33,Y
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.33,N
